gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
SCNN1G	2.4637518186240106	3.355991483190028	7.779714456609756	6.94572944020974e-05	0.0015179160562163627	2.103060095505242
LRRC24	3.1742891399115263	0.7131938719637984	7.769333156579856	7.009592048578904e-05	0.0015278518941580974	2.2519423994245304
UGT3A2	1.9389071768686064	7.557903906798526	7.763268564165341	7.047202886775394e-05	0.0015340366021815534	1.8134288185408352
FLT4	3.151380067882063	1.7243791292841566	7.754503190446011	7.101962111021464e-05	0.0015429370173435603	2.205546186228702
KRT127P	3.391794522543763	0.6321489959100457	7.7537531209825605	7.106669987764607e-05	0.0015429370173435603	2.2397670716300393
HCAR1	1.938279572414908	3.25244489978675	7.739485197360416	7.196890892426925e-05	0.0015516927960587106	2.0764822217245396
RP1-302G2.5	3.177172927764609	-0.08195405595416044	7.739310426759741	7.198003927010988e-05	0.0015516927960587106	2.223812843409177
STEAP1	1.5859967366704755	6.791878980316662	7.710171650476152	7.386291884933941e-05	0.0015788793039493928	1.7757499923789926
KIAA1462	1.5115841083075265	6.188219097400305	7.695028082179274	7.486313417355515e-05	0.0015926374576451868	1.7729238309510933
DAB1	1.4504322832929324	6.574658076926157	7.694622778137885	7.489011104948467e-05	0.0015926374576451868	1.7642725664474899
PLCH1	2.0506913866736	2.293265209723367	7.688255746868664	7.531532585659718e-05	0.0015966643581692662	2.1124159695039495
ARL16	1.4984512912615817	4.549965361887925	7.68048898477971	7.583767411213672e-05	0.001604570610609527	1.8728832074314896
SLC24A3	1.41646508450434	4.947284025856937	7.659830903588473	7.724681542174541e-05	0.0016240409586579362	1.8129313223795123
STRBP	1.52386907314217	5.6884481876167765	7.655370554347103	7.75548901042102e-05	0.0016251670142605676	1.7545249569520918
DBH	4.140469978874534	-1.15548211355921	7.653263309117147	7.770091367453985e-05	0.0016253582811340459	2.051910377323365
DCAF16	1.3741687718284457	4.862048113739268	7.602505999906362	8.131262608337392e-05	0.0016693713308019251	1.7655505771483568
SALL2	1.6553780084219092	6.761932883737767	7.598226486011702	8.16256062682733e-05	0.001670055401148422	1.6675076687813508
VGF	1.9158411192614593	3.45305964213589	7.583771575273413	8.269274267072051e-05	0.0016790412275415442	1.9076484243355942
CKB	1.3612159485249133	6.7292470567580684	7.580771688963347	8.29161557116279e-05	0.0016790412275415442	1.6509577013019916
TBCC	1.406600556642751	4.4073287069499525	7.570055554193691	8.371974648508742e-05	0.0016875015404985644	1.7820841537986585
SDK1	1.527874517788538	4.113665129492169	7.556968918264956	8.47129112582396e-05	0.001695196533427726	1.803278109314724
BICDL1	3.016684982379951	0.5123923679187345	7.552459299609835	8.505819392414471e-05	0.0017000379577450295	2.064856482562515
DPYSL5	2.4334608315237887	5.301119336651864	7.522253042692766	8.741186224463059e-05	0.0017345562963214688	1.6494877465429258
LSR	2.059469846751745	3.557649092055886	7.510281503042877	8.836472130639902e-05	0.001747201971640454	1.8250476803797957
PLIN5	2.432291497572761	2.165231104995378	7.493828719578509	8.96932249751442e-05	0.001765064897644751	1.9405589336147067
CKMT1B	4.935956767407806	0.2595434796493431	7.451773900728167	9.3191442587878e-05	0.001810127275596095	1.9789978603131342
TM7SF2	1.8384144137691	4.745450491405384	7.4482611188976335	9.34904636176862e-05	0.0018108270211167517	1.6264908696256564
CD40	1.5221788677066161	3.8863406381809025	7.441282632479241	9.408767899741466e-05	0.0018149852037956562	1.7181835348915317
HIST1H1A	2.476717310682778	2.8084974750376523	7.439433885363245	9.424660610897405e-05	0.0018155558916823698	1.836869144518043
PATJ	1.8097606604432883	3.645801996882904	7.438396843835973	9.433588623769553e-05	0.0018155558916823698	1.7448808424688877
CHGB	2.521715879874698	0.774757010739991	7.420424765943468	9.5898206479701e-05	0.0018392301517567596	1.9393287317503916
CCND1	1.7997213924044537	9.016373678006438	7.387627909761304	9.882420507959256e-05	0.0018801503117605418	1.403956970244618
SPHKAP	1.9581515922334805	4.355425074128152	7.3798184672757605	9.953552249785129e-05	0.0018893548493334996	1.6018223452320655
HCAR2	2.361544320958111	1.2337527319115833	7.366821341602641	0.00010073205200884433	0.0019055337719987421	1.8729391860243911
FEV	3.8405581494599987	2.6054873293788128	7.365061873547878	0.00010089525985119083	0.0019064497962098163	1.7839841155838325
HIST2H2BF	1.8210288990155243	6.824405010438936	7.345973299937914	0.00010268499515668608	0.0019249380186878095	1.4167152461255323
ACTL6B	5.69623945136949	-3.1274956019581257	7.331820805373511	0.00010403478548592781	0.0019436600136510406	1.291144502596687
RUNDC3A	3.9876194365263284	-0.13105107502912322	7.321462083881186	0.00010503528759353834	0.0019552361637467245	1.8625554626194
DAPK1	1.2839568071548646	7.816653228084662	7.319753291314673	0.00010520136085408881	0.0019552361637467245	1.370459034797868
H2AFX	1.1865224732597355	6.611345756954046	7.314477715310281	0.00010571593107488843	0.0019552361637467245	1.3885213793843292
ASL	1.958279414909653	3.4500129245376305	7.293114745574277	0.00010782852134615276	0.001987706893494174	1.626143103789957
RFPL2	6.085433270920697	-2.1684586182028536	7.286355136791723	0.0001085067524989542	0.0019957792383777746	1.567819121128446
CITED2	1.2062714910817585	7.333782482410777	7.272105296620563	0.00010995216029449256	0.0020201276884194985	1.3338770675547291
FAM222A	1.9127061749138972	2.5159104884856673	7.24782699619182	0.00011246449553549714	0.002057183707432899	1.6783539066873185
PIFO	5.459381326479393	-1.0816232362419702	7.227104284324597	0.00011465958198378796	0.0020872154073581185	1.7201968351398769
MLF1	1.9885635954281526	3.138956778825373	7.216992420881993	0.00011574800308706266	0.0020988722076060303	1.5865524133636129
CHRFAM7A	3.4510666793901104	-0.481463645157231	7.214937607983918	0.0001159705841965781	0.002099441623965046	1.7581270269513478
PLCXD1	1.4872613375601968	5.110184262631414	7.207266003541594	0.00011680581207342652	0.0021080731699004884	1.3506589159612972
RP13-16H11.9	1.4729419601699707	4.682747165955949	7.202712466741463	0.00011730473738765623	0.0021094208259399023	1.3879786077995107
ATXN7L3B	1.2265673415578675	6.609412786388415	7.1978248326547005	0.0001178429140515049	0.0021094208259399023	1.2703321985947262
AC074141.1	5.634685975620966	-3.1595766262020106	7.197666913020076	0.0001178603483937762	0.0021094208259399023	1.1935994974088828
ADGRB1	1.845600993925645	2.667788384627493	7.191865452134443	0.00011850282726806817	0.0021107336464407512	1.6098980054029646
SMAGP	1.5176355427489794	4.800423850354678	7.176502537321508	0.00012022311855159654	0.0021287694840335467	1.348850012565574
CA11	1.4700525308273087	4.523591441418164	7.168392919407477	0.00012114241894217304	0.0021382087526148267	1.370859946823547
ISM2	1.9257096264232914	3.2344789781005776	7.167200595704441	0.00012127823927540717	0.0021383336264599127	1.5264144243850364
SLITRK1	2.815330178084137	-0.05029744473386488	7.15766481296692	0.00012237060838013778	0.002146202148453758	1.7161899425328038
NPTXR	1.4237615089823983	6.3689445495933805	7.155528288308563	0.00012261685819324298	0.002148252529252714	1.231813641001077
PRKCB	1.7677205804318366	6.3076378454560444	7.154055872697575	0.00012278688607521434	0.002148964584639868	1.2317184203244391
LAMA3	2.335199024686084	2.6318309745161663	7.140497725806819	0.0001243649270413714	0.002172005334626853	1.562647538464768
RMND5A	1.1607485944557787	5.598099703513603	7.132464335580897	0.00012531059308602442	0.002183928269219076	1.2383807987462312
MRPL57	1.1936462285051768	5.698565687864259	7.123144143985893	0.00012641779152803716	0.002198610575381329	1.2231814525492695
LYRM5	1.5172916126408307	4.221350927263115	7.102396991031797	0.00012892181536266402	0.0022258445232416703	1.3392079134573889
GCHFR	2.1473801692605283	2.4747620948680416	7.090794383738771	0.00013034622330643838	0.0022442087564120343	1.5277300802365046
HAP1	2.304340681432652	1.6527418861097034	7.0872786369448555	0.00013078129293829708	0.002247860088977391	1.5848071957873007
GABRA4	3.2986621214381886	2.9564129569024504	7.085591471010665	0.00013099065206268446	0.002247860088977391	1.4755938232933739
ZNHIT2	1.4008023791904662	3.9701529059773986	7.074115303315913	0.0001324246676820849	0.00226198670152862	1.3414755191576635
ADRA2C	1.8792884310393552	3.5074662744772005	7.070694148942961	0.0001328555387793213	0.0022637949854420487	1.3970007270628928
PIK3C2B	1.3902303918780228	4.640406148167875	7.063710941305147	0.00013373988197684563	0.0022735779936063757	1.250806353568155
ABHD3	1.691623921259069	5.5401995277598495	7.046440989272005	0.0001359552184291195	0.002301818495291271	1.153488142849497
FKBP4	1.2458447302114113	6.077623565076484	7.043376302384739	0.00013635260179639468	0.002306191815922932	1.1241201116817816
VPS52	1.306353127086866	4.839045489999521	7.031141175484104	0.00013795201546188765	0.0023237779156252453	1.1960346352376252
ISL1	1.8994547794774814	2.4002517556312846	7.0169155021115	0.0001398379667461894	0.0023411361687522806	1.4608075478933467
NUDT4P1	2.093516296154708	1.9602294263862878	7.015159061251929	0.0001400728097440772	0.0023411361687522806	1.4936554106854159
NUDT4P2	2.093516296154708	1.9602294263862878	7.015159061251929	0.0001400728097440772	0.0023411361687522806	1.4936554106854159
SIAH3	1.683258565371712	2.8821167350054266	7.014880146018469	0.0001401101421963855	0.0023411361687522806	1.4124258305468969
CKMT1A	4.325478446015335	-0.844869106884736	6.994953411190161	0.00014280620861184404	0.002371868318834118	1.5437638396387454
ABCA13	1.9817599148850726	2.742300343636416	6.960942695760837	0.00014754231100974112	0.0024262675678819704	1.3723793130674675
KRTAP21-1	4.410580287756694	-1.8012554556711429	6.957772836845583	0.00014799255918990966	0.0024312645060190004	1.3940500068751644
GSTM4	1.251578045534357	6.879513451797023	6.949770509204999	0.00014913603470408722	0.002445212636130488	1.0094300341419427
RP11-30B1.1	4.494883863314057	-2.1496164830945292	6.944361416280213	0.00014991452650908485	0.0024523990773330537	1.3145937687042109
PHKA1	1.278377140922232	5.119462519884724	6.943996299801323	0.00014996723787647246	0.0024523990773330537	1.0788765558310178
TMEM179	5.532366919210968	-3.205057466335012	6.931996292344784	0.00015171119948633417	0.002470364031635808	1.0025261813506887
LECT1	2.5033324370439005	1.6082176001719977	6.925488340877172	0.0001526664351464415	0.0024766056223698638	1.4284933951212109
CENPH	1.6346705730607023	3.4963736890815147	6.925321851104486	0.00015269096016055998	0.0024766056223698638	1.25003131613924
HMGB2	1.3571837417254677	7.926292722169887	6.916884355096055	0.00015393961998160478	0.0024895648960803055	0.9523635541744797
OR2A1	3.4264548966964576	-0.6294216165207129	6.90028671462614	0.00015642920634625739	0.0025189334745175677	1.4713013067525376
FKBP1B	2.147134273548412	1.6252190017268784	6.899053848348229	0.00015661591245993254	0.0025189334745175677	1.401119208141905
FAM136A	1.5397097832524995	5.78636291884194	6.895887899751801	0.00015709650328758605	0.002523419558127192	0.9822069400598252
PLA2G4A	1.3718243577781415	5.205822683098008	6.891185236611934	0.00015781340032080065	0.0025300412798534536	1.0159892573296379
BARHL2	1.70654648339372	5.570811880394728	6.888743260139623	0.0001581871030776439	0.0025311460452953636	0.9868934585421734
GPR160	2.405630835797596	2.299178345698884	6.862664434827947	0.000162240044595102	0.002578607560459377	1.3142665243140783
PPARGC1B	1.608988323718962	4.890014806407846	6.856368887961239	0.00016323567417302962	0.002589475943018003	1.0087290968883273
NCAN	4.5653297207826515	-1.4963392366514323	6.850321290793779	0.00016419849818286755	0.0025988307778786364	1.3523663152804444
HOXB7	1.6800506235214345	2.799724512351139	6.841940390222424	0.00016554326700474523	0.002612906189823669	1.2451694189307947
CLSTN2	1.686291784478386	5.862270448866207	6.819381812037341	0.0001692242295272501	0.0026540559284401292	0.8976281106364858
NRDC	1.218959665939357	9.332003494384914	6.81216743244099	0.00017042057635550066	0.002667780728264383	0.7990539759511632
BRINP3	5.440490695839969	-3.257112374191688	6.801499177618085	0.0001722069576118079	0.002690672962346677	0.8958062777398839
HIST1H4C	1.933797332205332	4.076226572347154	6.796962700451579	0.00017297288840680808	0.0026975649798579113	1.041114218570372
APELA	1.3000024306929525	4.698919597447371	6.772650052183051	0.0001771429286133657	0.002738905246402425	0.9405212785285357
HMGN5	1.55806890572571	5.64023452146195	6.759943101918944	0.00017936680531260502	0.00276098542116502	0.8459910501003174
MYB	2.5024342021331645	2.9154748648638034	6.757513043168655	0.00017979562430079336	0.002763291612218432	1.1454185544363984
IGSF9B	2.9483894286982864	0.9873449184584223	6.742945774831167	0.00018239026136605333	0.002779192523879615	1.2825102463793279
HIST1H1E	1.5863394706978613	4.00112613346885	6.736218741110278	0.00018360247740364967	0.0027874346866519355	0.9865511514222485
GSC	2.2370027352692996	1.2818325243749313	6.724887926790245	0.00018566460978598483	0.0028161675835026686	1.2476987989543158
POU3F2	1.7003239278459055	3.7332097212523445	6.71510929019025	0.00018746497794712392	0.002840881221463304	0.9997998466316291
FCGBP	1.8485150157241184	3.597500805479021	6.712545266032554	0.00018794025373100546	0.0028428854642679464	1.015140860854748
IGHG4	2.924022146762474	2.1233381453924833	6.704332677579524	0.00018947160908070764	0.0028530679557764943	1.1671471533201272
SLITRK6	5.285774483898092	0.9835930512529101	6.689977157269308	0.00019218184335436059	0.0028828120523715153	1.2295223123313326
NETO1	2.2826402835190334	1.307818298516271	6.688192663130944	0.00019252174705410542	0.0028828120523715153	1.2089519405606453
MYEOV	1.8934656968966896	5.640805287567608	6.6744649165324486	0.00019515902127168272	0.0029035278784067904	0.7541993176503663
CSRP2	1.8110576978906643	4.659845038748087	6.668827977764579	0.00019625356279644545	0.0029074612729765373	0.8339898145227878
PYCRL	1.4750251342564265	3.731684494744425	6.661842586678175	0.0001976194187732553	0.0029175652679155535	0.9434842723237793
C8ORF33	1.1274783282536553	5.038270578247939	6.6528742803181915	0.00019938851503480663	0.002929186485425784	0.7771586732853422
HIST1H4F	1.3215402984178803	5.494373317672913	6.652489838858765	0.0001994647429114674	0.002929186485425784	0.7399101583934486
RAB3A	2.157022781107985	1.1665365385973059	6.641537895718219	0.00020164998597326124	0.0029499993185331005	1.1700157920013865
SLC39A4	1.333513101087605	4.569928240461371	6.633939602328905	0.00020318171126012478	0.0029602149494029934	0.8067788515795176
ALDH1L1	1.9083552234674626	3.464464137194724	6.630002800929615	0.00020398040722121086	0.002967434128270434	0.9450539567806606
FAM19A5	1.4005189908727935	5.541243282555973	6.629631817896304	0.00020405585181282844	0.002967434128270434	0.7120633717023761
BORCS8	1.5047777425163402	3.2302767182904693	6.621602478098776	0.00020569635574630194	0.002978562138265326	0.9657337913372128
C1ORF226	1.4061058187784425	4.203653892955177	6.587913966596664	0.0002127410085029327	0.0030548506661085798	0.8019775517811842
